cluster_id,representative_key,member_count,members_json,dedup_method,threshold,min_similarity,max_similarity,member_similarities_json,representative_reason
dedup-0085,bangdream_014_event_216_story_01,2,"[""bangdream_014_event_216_story_01"", ""bangdream_014_live_event_215_ssr""]",embedding_cosine,0.992,0.99872,1.0,"{""bangdream_014_event_216_story_01"": 1.0, ""bangdream_014_live_event_215_ssr"": 0.99872}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0086,bangdream_014_event_244_story_01,2,"[""bangdream_014_event_244_story_01"", ""bangdream_014_live_event_244_sr""]",embedding_cosine,0.992,0.999025,1.0,"{""bangdream_014_event_244_story_01"": 1.0, ""bangdream_014_live_event_244_sr"": 0.999025}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0087,bangdream_014_event_316_story_01,2,"[""bangdream_014_event_316_story_01"", ""bangdream_014_live_event_283_ssr""]",embedding_cosine,0.992,0.998005,1.0,"{""bangdream_014_event_316_story_01"": 1.0, ""bangdream_014_live_event_283_ssr"": 0.998005}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0088,bangdream_014_school_winter,2,"[""bangdream_014_school_winter"", ""bangdream_014_school_winter_v3""]",embedding_cosine,0.992,0.998991,1.0,"{""bangdream_014_school_winter"": 1.0, ""bangdream_014_school_winter_v3"": 0.998991}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0089,bangdream_015_4th_general_election_r,2,"[""bangdream_015_4th_general_election_r"", ""bangdream_015_event_316_story_01""]",embedding_cosine,0.992,0.999901,1.0,"{""bangdream_015_4th_general_election_r"": 1.0, ""bangdream_015_event_316_story_01"": 0.999901}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0090,bangdream_015_casual_winter,2,"[""bangdream_015_casual_winter"", ""bangdream_015_event_93_story_01""]",embedding_cosine,0.992,0.999932,1.0,"{""bangdream_015_casual_winter"": 1.0, ""bangdream_015_event_93_story_01"": 0.999932}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0091,bangdream_015_event_216_story_01,4,"[""bangdream_015_event_216_story_01"", ""bangdream_015_school_winter"", ""bangdream_015_school_winter-2023"", ""bangdream_015_school_winter_v3""]",embedding_cosine,0.992,0.996719,1.0,"{""bangdream_015_event_216_story_01"": 1.0, ""bangdream_015_school_winter"": 0.999656, ""bangdream_015_school_winter-2023"": 0.996719, ""bangdream_015_school_winter_v3"": 0.99966}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0092,bangdream_015_event_244_story_01,2,"[""bangdream_015_event_244_story_01"", ""bangdream_015_live_event_244_ssr""]",embedding_cosine,0.992,0.996108,1.0,"{""bangdream_015_event_244_story_01"": 1.0, ""bangdream_015_live_event_244_ssr"": 0.996108}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0093,bangdream_015_event_289_story_01,2,"[""bangdream_015_event_289_story_01"", ""bangdream_015_story_01""]",embedding_cosine,0.992,0.994859,1.0,"{""bangdream_015_event_289_story_01"": 1.0, ""bangdream_015_story_01"": 0.994859}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0094,bangdream_015_event_302_story01,2,"[""bangdream_015_event_302_story01"", ""bangdream_015_live_event_302_ur""]",embedding_cosine,0.992,0.999122,1.0,"{""bangdream_015_event_302_story01"": 1.0, ""bangdream_015_live_event_302_ur"": 0.999122}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0095,bangdream_015_event_315_story_01,2,"[""bangdream_015_event_315_story_01"", ""bangdream_015_live_event_98_ssr""]",embedding_cosine,0.992,0.999525,1.0,"{""bangdream_015_event_315_story_01"": 1.0, ""bangdream_015_live_event_98_ssr"": 0.999525}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0096,bangdream_015_event_67_story_01,2,"[""bangdream_015_event_67_story_01"", ""bangdream_015_pajamas-2023""]",embedding_cosine,0.992,0.996806,1.0,"{""bangdream_015_event_67_story_01"": 1.0, ""bangdream_015_pajamas-2023"": 0.996806}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0097,bangdream_015_school_summer,2,"[""bangdream_015_school_summer"", ""bangdream_015_school_summer-2023""]",embedding_cosine,0.992,0.997277,1.0,"{""bangdream_015_school_summer"": 1.0, ""bangdream_015_school_summer-2023"": 0.997277}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0098,bangdream_016_2019_furisode,2,"[""bangdream_016_2019_furisode"", ""bangdream_016_2024_furisode""]",embedding_cosine,0.992,0.992286,1.0,"{""bangdream_016_2019_furisode"": 1.0, ""bangdream_016_2024_furisode"": 0.992286}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0099,bangdream_016_apron-2023,2,"[""bangdream_016_apron-2023"", ""bangdream_016_event_104_story_01""]",embedding_cosine,0.992,0.99643,1.0,"{""bangdream_016_apron-2023"": 1.0, ""bangdream_016_event_104_story_01"": 0.99643}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0100,bangdream_016_casual-2023,2,"[""bangdream_016_casual-2023"", ""bangdream_016_casual-2023-penlight""]",embedding_cosine,0.992,0.998679,1.0,"{""bangdream_016_casual-2023"": 1.0, ""bangdream_016_casual-2023-penlight"": 0.998679}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0101,bangdream_016_casual_winter,2,"[""bangdream_016_casual_winter"", ""bangdream_016_event_65_story_01""]",embedding_cosine,0.992,0.999115,1.0,"{""bangdream_016_casual_winter"": 1.0, ""bangdream_016_event_65_story_01"": 0.999115}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0102,bangdream_016_event_195_story_01,2,"[""bangdream_016_event_195_story_01"", ""bangdream_016_event_304_story_01""]",embedding_cosine,0.992,0.996487,1.0,"{""bangdream_016_event_195_story_01"": 1.0, ""bangdream_016_event_304_story_01"": 0.996487}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0103,bangdream_016_event_216_story_01,2,"[""bangdream_016_event_216_story_01"", ""bangdream_016_live_event_215_ssr""]",embedding_cosine,0.992,0.999723,1.0,"{""bangdream_016_event_216_story_01"": 1.0, ""bangdream_016_live_event_215_ssr"": 0.999723}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0104,bangdream_016_event_278_story_01,2,"[""bangdream_016_event_278_story_01"", ""bangdream_016_live_event_278_sr""]",embedding_cosine,0.992,0.999404,1.0,"{""bangdream_016_event_278_story_01"": 1.0, ""bangdream_016_live_event_278_sr"": 0.999404}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0105,bangdream_016_event_56_story_01,2,"[""bangdream_016_event_56_story_01"", ""bangdream_016_live_event_56_ssr""]",embedding_cosine,0.992,0.99983,1.0,"{""bangdream_016_event_56_story_01"": 1.0, ""bangdream_016_live_event_56_ssr"": 0.99983}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0106,bangdream_016_event_86_story_01,3,"[""bangdream_016_event_86_story_01"", ""bangdream_016_event_86_story_02"", ""bangdream_016_swimsuit-2023""]",embedding_cosine,0.992,0.996722,1.0,"{""bangdream_016_event_86_story_01"": 1.0, ""bangdream_016_event_86_story_02"": 0.998388, ""bangdream_016_swimsuit-2023"": 0.996722}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0107,bangdream_016_event_96_story_01,2,"[""bangdream_016_event_96_story_01"", ""bangdream_016_live_r_2019""]",embedding_cosine,0.992,0.999765,1.0,"{""bangdream_016_event_96_story_01"": 1.0, ""bangdream_016_live_r_2019"": 0.999765}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0108,bangdream_016_story_01,2,"[""bangdream_016_story_01"", ""bangdream_016_story_01-2023""]",embedding_cosine,0.992,0.996916,1.0,"{""bangdream_016_story_01"": 1.0, ""bangdream_016_story_01-2023"": 0.996916}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0109,bangdream_017_casual-2023,2,"[""bangdream_017_casual-2023"", ""bangdream_017_casual-2023-penlight""]",embedding_cosine,0.992,0.999374,1.0,"{""bangdream_017_casual-2023"": 1.0, ""bangdream_017_casual-2023-penlight"": 0.999374}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0110,bangdream_017_casual_summer,2,"[""bangdream_017_casual_summer"", ""bangdream_017_event_86_story_03""]",embedding_cosine,0.992,0.999995,1.0,"{""bangdream_017_casual_summer"": 1.0, ""bangdream_017_event_86_story_03"": 0.999995}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0111,bangdream_017_event_134_story_01,2,"[""bangdream_017_event_134_story_01"", ""bangdream_017_school_winter_s2""]",embedding_cosine,0.992,0.999573,1.0,"{""bangdream_017_event_134_story_01"": 1.0, ""bangdream_017_school_winter_s2"": 0.999573}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0112,bangdream_017_event_195_story_01,2,"[""bangdream_017_event_195_story_01"", ""bangdream_017_event_304_story_01""]",embedding_cosine,0.992,0.993948,1.0,"{""bangdream_017_event_195_story_01"": 1.0, ""bangdream_017_event_304_story_01"": 0.993948}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0113,bangdream_017_event_216_story_01,2,"[""bangdream_017_event_216_story_01"", ""bangdream_017_live_event_216_ssr""]",embedding_cosine,0.992,0.998622,1.0,"{""bangdream_017_event_216_story_01"": 1.0, ""bangdream_017_live_event_216_ssr"": 0.998622}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0114,bangdream_017_event_278_story_01,2,"[""bangdream_017_event_278_story_01"", ""bangdream_017_live_event_278_ur""]",embedding_cosine,0.992,0.999976,1.0,"{""bangdream_017_event_278_story_01"": 1.0, ""bangdream_017_live_event_278_ur"": 0.999976}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0115,bangdream_017_event_56_story_01,2,"[""bangdream_017_event_56_story_01"", ""bangdream_017_live_event_56_ssr""]",embedding_cosine,0.992,0.999722,1.0,"{""bangdream_017_event_56_story_01"": 1.0, ""bangdream_017_live_event_56_ssr"": 0.999722}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0116,bangdream_017_event_86_story_01,2,"[""bangdream_017_event_86_story_01"", ""bangdream_017_event_86_story_02""]",embedding_cosine,0.992,0.99883,1.0,"{""bangdream_017_event_86_story_01"": 1.0, ""bangdream_017_event_86_story_02"": 0.99883}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0117,bangdream_017_school_summer_s2,2,"[""bangdream_017_school_summer_s2"", ""bangdream_017_school_summer_v3""]",embedding_cosine,0.992,0.99905,1.0,"{""bangdream_017_school_summer_s2"": 1.0, ""bangdream_017_school_summer_v3"": 0.99905}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0118,bangdream_017_story_01,2,"[""bangdream_017_story_01"", ""bangdream_017_story_01-2023""]",embedding_cosine,0.992,0.995382,1.0,"{""bangdream_017_story_01"": 1.0, ""bangdream_017_story_01-2023"": 0.995382}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0119,bangdream_018_casual-2023,2,"[""bangdream_018_casual-2023"", ""bangdream_018_casual-2023-penlight""]",embedding_cosine,0.992,0.998668,1.0,"{""bangdream_018_casual-2023"": 1.0, ""bangdream_018_casual-2023-penlight"": 0.998668}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0120,bangdream_018_casual_summer,2,"[""bangdream_018_casual_summer"", ""bangdream_018_event_86_story_03""]",embedding_cosine,0.992,0.99999,1.0,"{""bangdream_018_casual_summer"": 1.0, ""bangdream_018_event_86_story_03"": 0.99999}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0121,bangdream_018_event_216_story_01,2,"[""bangdream_018_event_216_story_01"", ""bangdream_018_live_event_215_ssr""]",embedding_cosine,0.992,0.999729,1.0,"{""bangdream_018_event_216_story_01"": 1.0, ""bangdream_018_live_event_215_ssr"": 0.999729}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0122,bangdream_018_event_278_story_01,2,"[""bangdream_018_event_278_story_01"", ""bangdream_018_live_event_278_ssr""]",embedding_cosine,0.992,0.999951,1.0,"{""bangdream_018_event_278_story_01"": 1.0, ""bangdream_018_live_event_278_ssr"": 0.999951}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0123,bangdream_018_story_01,2,"[""bangdream_018_story_01"", ""bangdream_018_story_01-2023""]",embedding_cosine,0.992,0.994974,1.0,"{""bangdream_018_story_01"": 1.0, ""bangdream_018_story_01-2023"": 0.994974}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0124,bangdream_019_casual-2023,2,"[""bangdream_019_casual-2023"", ""bangdream_019_casual-2023-penlight""]",embedding_cosine,0.992,0.999846,1.0,"{""bangdream_019_casual-2023"": 1.0, ""bangdream_019_casual-2023-penlight"": 0.999846}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0125,bangdream_019_casual_summer-2023,2,"[""bangdream_019_casual_summer-2023"", ""bangdream_019_event_226_story_01""]",embedding_cosine,0.992,0.999629,1.0,"{""bangdream_019_casual_summer-2023"": 1.0, ""bangdream_019_event_226_story_01"": 0.999629}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0126,bangdream_019_event_216_story_01,2,"[""bangdream_019_event_216_story_01"", ""bangdream_019_live_event_216_ssr""]",embedding_cosine,0.992,0.999519,1.0,"{""bangdream_019_event_216_story_01"": 1.0, ""bangdream_019_live_event_216_ssr"": 0.999519}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0127,bangdream_019_event_278_story_01,2,"[""bangdream_019_event_278_story_01"", ""bangdream_019_live_event_278_r""]",embedding_cosine,0.992,0.999977,1.0,"{""bangdream_019_event_278_story_01"": 1.0, ""bangdream_019_live_event_278_r"": 0.999977}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0128,bangdream_019_school_summer_s2,2,"[""bangdream_019_school_summer_s2"", ""bangdream_019_school_summer_v3""]",embedding_cosine,0.992,0.997964,1.0,"{""bangdream_019_school_summer_s2"": 1.0, ""bangdream_019_school_summer_v3"": 0.997964}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0129,bangdream_019_story_01,2,"[""bangdream_019_story_01"", ""bangdream_019_story_01-2023""]",embedding_cosine,0.992,0.995042,1.0,"{""bangdream_019_story_01"": 1.0, ""bangdream_019_story_01-2023"": 0.995042}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0130,bangdream_020_casual-2023,2,"[""bangdream_020_casual-2023"", ""bangdream_020_casual-2023-penlight""]",embedding_cosine,0.992,0.999662,1.0,"{""bangdream_020_casual-2023"": 1.0, ""bangdream_020_casual-2023-penlight"": 0.999662}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0131,bangdream_020_casual_winter,2,"[""bangdream_020_casual_winter"", ""bangdream_020_event_65_story_01""]",embedding_cosine,0.992,0.999702,1.0,"{""bangdream_020_casual_winter"": 1.0, ""bangdream_020_event_65_story_01"": 0.999702}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0132,bangdream_020_event_143_story_01,2,"[""bangdream_020_event_143_story_01"", ""bangdream_020_live_r_2020""]",embedding_cosine,0.992,0.998466,1.0,"{""bangdream_020_event_143_story_01"": 1.0, ""bangdream_020_live_r_2020"": 0.998466}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0133,bangdream_020_event_195_story_01,2,"[""bangdream_020_event_195_story_01"", ""bangdream_020_yukata-2023""]",embedding_cosine,0.992,0.994304,1.0,"{""bangdream_020_event_195_story_01"": 1.0, ""bangdream_020_yukata-2023"": 0.994304}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0134,bangdream_020_event_216_story_01,2,"[""bangdream_020_event_216_story_01"", ""bangdream_020_school_winter""]",embedding_cosine,0.992,0.999224,1.0,"{""bangdream_020_event_216_story_01"": 1.0, ""bangdream_020_school_winter"": 0.999224}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0135,bangdream_020_live_event_278_ur,2,"[""bangdream_020_event_278_story_01"", ""bangdream_020_live_event_278_ur""]",embedding_cosine,0.992,0.999999,1.0,"{""bangdream_020_event_278_story_01"": 0.999999, ""bangdream_020_live_event_278_ur"": 1.0}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0136,bangdream_020_story_01,2,"[""bangdream_020_story_01"", ""bangdream_020_story_01-2023""]",embedding_cosine,0.992,0.994033,1.0,"{""bangdream_020_story_01"": 1.0, ""bangdream_020_story_01-2023"": 0.994033}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0137,bangdream_021_casual_winter,2,"[""bangdream_021_casual_winter"", ""bangdream_021_event_105_story_01""]",embedding_cosine,0.992,0.999961,1.0,"{""bangdream_021_casual_winter"": 1.0, ""bangdream_021_event_105_story_01"": 0.999961}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0138,bangdream_021_event_105_story_02,2,"[""bangdream_021_event_105_story_02"", ""bangdream_021_school_winter_s2""]",embedding_cosine,0.992,0.999808,1.0,"{""bangdream_021_event_105_story_02"": 1.0, ""bangdream_021_school_winter_s2"": 0.999808}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0139,bangdream_021_event_216_story_01,2,"[""bangdream_021_event_216_story_01"", ""bangdream_021_live_event_216_ssr""]",embedding_cosine,0.992,0.998812,1.0,"{""bangdream_021_event_216_story_01"": 1.0, ""bangdream_021_live_event_216_ssr"": 0.998812}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0140,bangdream_021_event_52_story_01,2,"[""bangdream_021_event_52_story_01"", ""bangdream_021_swimsuit-2023""]",embedding_cosine,0.992,0.994154,1.0,"{""bangdream_021_event_52_story_01"": 1.0, ""bangdream_021_swimsuit-2023"": 0.994154}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0141,bangdream_021_event_89_story_01,2,"[""bangdream_021_event_89_story_01"", ""bangdream_021_live_r_2019""]",embedding_cosine,0.992,0.99995,1.0,"{""bangdream_021_event_89_story_01"": 1.0, ""bangdream_021_live_r_2019"": 0.99995}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0142,bangdream_022_casual_winter,2,"[""bangdream_022_casual_winter"", ""bangdream_022_event_105_story_01""]",embedding_cosine,0.992,0.999966,1.0,"{""bangdream_022_casual_winter"": 1.0, ""bangdream_022_event_105_story_01"": 0.999966}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0143,bangdream_022_event_216_story_01,2,"[""bangdream_022_event_216_story_01"", ""bangdream_022_live_event_215_ssr""]",embedding_cosine,0.992,0.999634,1.0,"{""bangdream_022_event_216_story_01"": 1.0, ""bangdream_022_live_event_215_ssr"": 0.999634}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0144,bangdream_022_event_227_story_01,2,"[""bangdream_022_event_227_story_01"", ""bangdream_022_live_event_227_ur""]",embedding_cosine,0.992,0.999481,1.0,"{""bangdream_022_event_227_story_01"": 1.0, ""bangdream_022_live_event_227_ur"": 0.999481}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0145,bangdream_022_event_52_story_01,2,"[""bangdream_022_event_52_story_01"", ""bangdream_022_swimsuit-2023""]",embedding_cosine,0.992,0.99352,1.0,"{""bangdream_022_event_52_story_01"": 1.0, ""bangdream_022_swimsuit-2023"": 0.99352}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0146,bangdream_022_school_winter,2,"[""bangdream_022_school_winter"", ""bangdream_022_school_winter_v3""]",embedding_cosine,0.992,0.998498,1.0,"{""bangdream_022_school_winter"": 1.0, ""bangdream_022_school_winter_v3"": 0.998498}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0147,bangdream_023_2019_furisode,2,"[""bangdream_023_2019_furisode"", ""bangdream_023_2024_furisode""]",embedding_cosine,0.992,0.995887,1.0,"{""bangdream_023_2019_furisode"": 1.0, ""bangdream_023_2024_furisode"": 0.995887}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0148,bangdream_023_casual_winter,3,"[""bangdream_023_casual_winter"", ""bangdream_023_event_105_story_01"", ""bangdream_023_event_93_story_01""]",embedding_cosine,0.992,0.999937,1.0,"{""bangdream_023_casual_winter"": 1.0, ""bangdream_023_event_105_story_01"": 0.999972, ""bangdream_023_event_93_story_01"": 0.999937}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0149,bangdream_023_event_156_story_01,2,"[""bangdream_023_event_156_story_01"", ""bangdream_023_school_winter_s2""]",embedding_cosine,0.992,0.999497,1.0,"{""bangdream_023_event_156_story_01"": 1.0, ""bangdream_023_school_winter_s2"": 0.999497}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0150,bangdream_023_event_216_story_01,2,"[""bangdream_023_event_216_story_01"", ""bangdream_023_live_event_215_ssr""]",embedding_cosine,0.992,0.998918,1.0,"{""bangdream_023_event_216_story_01"": 1.0, ""bangdream_023_live_event_215_ssr"": 0.998918}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0151,bangdream_023_event_81_story_01,3,"[""bangdream_023_event_81_story_01"", ""bangdream_023_school_summer_s2"", ""bangdream_023_school_summer_v3""]",embedding_cosine,0.992,0.999374,1.0,"{""bangdream_023_event_81_story_01"": 1.0, ""bangdream_023_school_summer_s2"": 0.999374, ""bangdream_023_school_summer_v3"": 0.999931}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0152,bangdream_023_event_89_story_01,2,"[""bangdream_023_event_89_story_01"", ""bangdream_023_live_r_2019""]",embedding_cosine,0.992,0.999412,1.0,"{""bangdream_023_event_89_story_01"": 1.0, ""bangdream_023_live_r_2019"": 0.999412}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0153,bangdream_023_store,2,"[""bangdream_023_store"", ""bangdream_023_store-2023""]",embedding_cosine,0.992,0.995105,1.0,"{""bangdream_023_store"": 1.0, ""bangdream_023_store-2023"": 0.995105}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0154,bangdream_024_casual_winter,3,"[""bangdream_024_casual_winter"", ""bangdream_024_event_105_story_01"", ""bangdream_024_event_97_story_01""]",embedding_cosine,0.992,0.998267,1.0,"{""bangdream_024_casual_winter"": 1.0, ""bangdream_024_event_105_story_01"": 0.999816, ""bangdream_024_event_97_story_01"": 0.998267}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0155,bangdream_024_event_156_story_01,2,"[""bangdream_024_event_156_story_01"", ""bangdream_024_live_event_156_sr""]",embedding_cosine,0.992,0.99996,1.0,"{""bangdream_024_event_156_story_01"": 1.0, ""bangdream_024_live_event_156_sr"": 0.99996}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0156,bangdream_024_event_216_story_01,2,"[""bangdream_024_event_216_story_01"", ""bangdream_024_school_winter_s2""]",embedding_cosine,0.992,0.998696,1.0,"{""bangdream_024_event_216_story_01"": 1.0, ""bangdream_024_school_winter_s2"": 0.998696}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0157,bangdream_024_live_event_236_ur,2,"[""bangdream_024_event_236_story_01"", ""bangdream_024_live_event_236_ur""]",embedding_cosine,0.992,0.999698,1.0,"{""bangdream_024_event_236_story_01"": 0.999698, ""bangdream_024_live_event_236_ur"": 1.0}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0158,bangdream_024_event_89_story_01,2,"[""bangdream_024_event_89_story_01"", ""bangdream_024_live_r_2019""]",embedding_cosine,0.992,0.999594,1.0,"{""bangdream_024_event_89_story_01"": 1.0, ""bangdream_024_live_r_2019"": 0.999594}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0159,bangdream_025_casual_winter,2,"[""bangdream_025_casual_winter"", ""bangdream_025_event_105_story_01""]",embedding_cosine,0.992,0.999569,1.0,"{""bangdream_025_casual_winter"": 1.0, ""bangdream_025_event_105_story_01"": 0.999569}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0160,bangdream_025_event_216_story_01,2,"[""bangdream_025_event_216_story_01"", ""bangdream_025_live_event_216_ssr""]",embedding_cosine,0.992,0.998928,1.0,"{""bangdream_025_event_216_story_01"": 1.0, ""bangdream_025_live_event_216_ssr"": 0.998928}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0161,bangdream_025_event_89_story_01,2,"[""bangdream_025_event_89_story_01"", ""bangdream_025_live_r_2019""]",embedding_cosine,0.992,0.999502,1.0,"{""bangdream_025_event_89_story_01"": 1.0, ""bangdream_025_live_r_2019"": 0.999502}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0162,bangdream_025_fantasy,2,"[""bangdream_025_fantasy"", ""bangdream_025_nfo01""]",embedding_cosine,0.992,0.99242,1.0,"{""bangdream_025_fantasy"": 1.0, ""bangdream_025_nfo01"": 0.99242}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0163,bangdream_025_school_winter,2,"[""bangdream_025_school_winter"", ""bangdream_025_school_winter_v3""]",embedding_cosine,0.992,0.999325,1.0,"{""bangdream_025_school_winter"": 1.0, ""bangdream_025_school_winter_v3"": 0.999325}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0164,bangdream_026_event_132_story_01,2,"[""bangdream_026_event_132_story_01"", ""bangdream_026_pajamas-2023""]",embedding_cosine,0.992,0.994811,1.0,"{""bangdream_026_event_132_story_01"": 1.0, ""bangdream_026_pajamas-2023"": 0.994811}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0165,bangdream_026_event_194_story_01,2,"[""bangdream_026_event_194_story_01"", ""bangdream_026_swim_swit""]",embedding_cosine,0.992,0.995252,1.0,"{""bangdream_026_event_194_story_01"": 1.0, ""bangdream_026_swim_swit"": 0.995252}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0166,bangdream_026_event_203_story_01,2,"[""bangdream_026_event_203_story_01"", ""bangdream_026_live_event_203_ssr""]",embedding_cosine,0.992,0.999428,1.0,"{""bangdream_026_event_203_story_01"": 1.0, ""bangdream_026_live_event_203_ssr"": 0.999428}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0167,bangdream_026_event_272_story_01,2,"[""bangdream_026_event_272_story_01"", ""bangdream_026_live_event_272_r""]",embedding_cosine,0.992,0.998993,1.0,"{""bangdream_026_event_272_story_01"": 1.0, ""bangdream_026_live_event_272_r"": 0.998993}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0168,bangdream_026_school_summer,2,"[""bangdream_026_school_summer"", ""bangdream_026_school_summer-2023""]",embedding_cosine,0.992,0.996869,1.0,"{""bangdream_026_school_summer"": 1.0, ""bangdream_026_school_summer-2023"": 0.996869}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0169,bangdream_026_school_winter,2,"[""bangdream_026_school_winter"", ""bangdream_026_school_winter-2023""]",embedding_cosine,0.992,0.996089,1.0,"{""bangdream_026_school_winter"": 1.0, ""bangdream_026_school_winter-2023"": 0.996089}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0170,bangdream_027_2022_furisode,2,"[""bangdream_027_2022_furisode"", ""bangdream_027_2024_furisode""]",embedding_cosine,0.992,0.995073,1.0,"{""bangdream_027_2022_furisode"": 1.0, ""bangdream_027_2024_furisode"": 0.995073}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0171,bangdream_027_event_194_story_01,2,"[""bangdream_027_event_194_story_01"", ""bangdream_027_swim_swit""]",embedding_cosine,0.992,0.994281,1.0,"{""bangdream_027_event_194_story_01"": 1.0, ""bangdream_027_swim_swit"": 0.994281}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0172,bangdream_027_event_203_story_01,2,"[""bangdream_027_event_203_story_01"", ""bangdream_027_live_event_203_sr""]",embedding_cosine,0.992,0.998312,1.0,"{""bangdream_027_event_203_story_01"": 1.0, ""bangdream_027_live_event_203_sr"": 0.998312}","prefer usable pool candidate, then current_pool, then lexical key"
dedup-0173,bangdream_027_live_event_227_ur,2,"[""bangdream_027_event_227_story_01"", ""bangdream_027_live_event_227_ur""]",embedding_cosine,0.992,0.999895,1.0,"{""bangdream_027_event_227_story_01"": 0.999895, ""bangdream_027_live_event_227_ur"": 1.0}","prefer usable pool candidate, then current_pool, then lexical key"
