resource_key,pipeline_status,recommended_pool,review_reason_codes,render_status,render_image_path,tagger_status,tagger_policy_tag_scores_json,review_queue_kind
bangdream_006_live_event_51_sr,classified,soft_review,"[""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_event_51_sr.png,completed,"{""1girl"": 0.996389, ""2girls"": 0.000229, ""animal"": 2e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.006165, ""bikini"": 0.000218, ""bird"": 1.8e-05, ""cleavage"": 0.004348, ""corset"": 0.024396, ""crop_top"": 0.44834, ""dog"": 5.9e-05, ""faceless"": 6e-06, ""food_focus"": 0.0, ""garter_straps"": 0.059713, ""helmet"": 3e-06, ""lingerie"": 7e-06, ""looking_at_viewer"": 0.790489, ""mask"": 3e-05, ""midriff"": 0.853926, ""multiple_girls"": 0.000398, ""navel"": 0.953027, ""no_humans"": 7e-06, ""onsen"": 1e-06, ""panties"": 0.001592, ""penguin"": 2e-06, ""school_swimsuit"": 5e-06, ""solo"": 0.973861, ""swimsuit"": 0.000134, ""thighhighs"": 0.968441, ""underwear"": 0.004144}",visual_review
bangdream_006_live_event_62_sr,classified,soft_review,"[""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_event_62_sr.png,completed,"{""1girl"": 0.990725, ""2girls"": 0.000288, ""animal"": 1.7e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.05349, ""bikini"": 0.000245, ""bird"": 4.4e-05, ""cleavage"": 0.002607, ""corset"": 0.027836, ""crop_top"": 0.008241, ""dog"": 1.9e-05, ""faceless"": 1.8e-05, ""food_focus"": 0.0, ""garter_straps"": 0.000463, ""helmet"": 1.3e-05, ""lingerie"": 1.6e-05, ""looking_at_viewer"": 0.772385, ""mask"": 6.8e-05, ""midriff"": 0.110362, ""multiple_girls"": 0.000637, ""navel"": 0.801874, ""no_humans"": 6e-06, ""onsen"": 1e-06, ""panties"": 0.000375, ""penguin"": 1e-06, ""school_swimsuit"": 4e-06, ""solo"": 0.96336, ""swimsuit"": 0.000407, ""thighhighs"": 0.984687, ""underwear"": 0.000378}",visual_review
bangdream_006_live_event_75_ssr,classified,soft_review,"[""crop_top"", ""midriff"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_event_75_ssr.png,completed,"{""1girl"": 0.993255, ""2girls"": 0.000472, ""animal"": 3e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.008584, ""bikini"": 0.00014, ""bird"": 4.6e-05, ""cleavage"": 0.002298, ""corset"": 0.001501, ""crop_top"": 0.550272, ""dog"": 9e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000612, ""helmet"": 8e-06, ""lingerie"": 2.2e-05, ""looking_at_viewer"": 0.52921, ""mask"": 7.4e-05, ""midriff"": 0.690945, ""multiple_girls"": 0.000825, ""navel"": 0.369108, ""no_humans"": 8e-06, ""onsen"": 1e-06, ""panties"": 0.000141, ""penguin"": 4e-06, ""school_swimsuit"": 7e-06, ""solo"": 0.865311, ""swimsuit"": 0.000166, ""thighhighs"": 0.005305, ""underwear"": 0.000438}",visual_review
bangdream_006_live_event_78_sr,classified,soft_review,"[""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_event_78_sr.png,completed,"{""1girl"": 0.99357, ""2girls"": 0.000369, ""animal"": 0.000152, ""animal_focus"": 0.0, ""bare_shoulders"": 0.402523, ""bikini"": 6.4e-05, ""bird"": 0.000132, ""cleavage"": 0.000673, ""corset"": 0.000256, ""crop_top"": 0.249181, ""dog"": 4e-05, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.001233, ""helmet"": 9e-06, ""lingerie"": 1e-06, ""looking_at_viewer"": 0.690415, ""mask"": 7e-05, ""midriff"": 0.465107, ""multiple_girls"": 0.000902, ""navel"": 0.916702, ""no_humans"": 7e-06, ""onsen"": 1e-06, ""panties"": 0.000671, ""penguin"": 2e-06, ""school_swimsuit"": 4e-06, ""solo"": 0.922069, ""swimsuit"": 8.5e-05, ""thighhighs"": 0.478458, ""underwear"": 0.000777}",visual_review
bangdream_006_live_event_95_sr,classified,soft_review,"[""mask"", ""qualification_review""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_event_95_sr.png,completed,"{""1girl"": 0.995609, ""2girls"": 0.000266, ""animal"": 9e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.027598, ""bikini"": 4.2e-05, ""bird"": 3.7e-05, ""cleavage"": 0.000362, ""corset"": 0.006079, ""crop_top"": 9.4e-05, ""dog"": 1.4e-05, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 2.2e-05, ""helmet"": 8.4e-05, ""lingerie"": 3e-06, ""looking_at_viewer"": 0.742251, ""mask"": 0.992436, ""midriff"": 0.00022, ""multiple_girls"": 0.00037, ""navel"": 0.00062, ""no_humans"": 8e-06, ""onsen"": 1e-06, ""panties"": 0.000128, ""penguin"": 1e-06, ""school_swimsuit"": 5e-06, ""solo"": 0.911129, ""swimsuit"": 0.000134, ""thighhighs"": 0.006523, ""underwear"": 0.000161}",visual_review
bangdream_006_live_event_99_r,classified,soft_review,"[""cleavage"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_event_99_r.png,completed,"{""1girl"": 0.994468, ""2girls"": 0.000377, ""animal"": 8e-06, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.001146, ""bikini"": 7.5e-05, ""bird"": 3.6e-05, ""cleavage"": 0.559932, ""corset"": 0.00074, ""crop_top"": 5.2e-05, ""dog"": 2e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000528, ""helmet"": 6e-06, ""lingerie"": 1.1e-05, ""looking_at_viewer"": 0.752463, ""mask"": 0.000164, ""midriff"": 0.0003, ""multiple_girls"": 0.000562, ""navel"": 0.001006, ""no_humans"": 6e-06, ""onsen"": 2e-06, ""panties"": 0.000211, ""penguin"": 3e-06, ""school_swimsuit"": 1e-06, ""solo"": 0.920669, ""swimsuit"": 0.000116, ""thighhighs"": 0.006561, ""underwear"": 0.000424}",visual_review
bangdream_006_live_r_2018,classified,soft_review,"[""cleavage"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_r_2018.png,completed,"{""1girl"": 0.994206, ""2girls"": 0.000203, ""animal"": 3.1e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.001368, ""bikini"": 6.7e-05, ""bird"": 7e-06, ""cleavage"": 0.733785, ""corset"": 0.002438, ""crop_top"": 0.003317, ""dog"": 9e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.002523, ""helmet"": 7e-06, ""lingerie"": 4.4e-05, ""looking_at_viewer"": 0.904548, ""mask"": 0.000114, ""midriff"": 0.002621, ""multiple_girls"": 0.00041, ""navel"": 0.001968, ""no_humans"": 1.6e-05, ""onsen"": 0.0, ""panties"": 0.000825, ""penguin"": 2e-06, ""school_swimsuit"": 1e-06, ""solo"": 0.969905, ""swimsuit"": 7.5e-05, ""thighhighs"": 0.341503, ""underwear"": 0.017927}",visual_review
bangdream_006_live_r_2019,classified,soft_review,"[""cleavage"", ""crop_top"", ""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_r_2019.png,completed,"{""1girl"": 0.996756, ""2girls"": 0.000132, ""animal"": 7e-06, ""animal_focus"": 0.0, ""bare_shoulders"": 0.002519, ""bikini"": 0.000143, ""bird"": 3e-05, ""cleavage"": 0.95136, ""corset"": 0.019763, ""crop_top"": 0.871595, ""dog"": 5e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 5.1e-05, ""helmet"": 5e-06, ""lingerie"": 4e-06, ""looking_at_viewer"": 0.819323, ""mask"": 4.5e-05, ""midriff"": 0.830996, ""multiple_girls"": 0.000285, ""navel"": 0.916243, ""no_humans"": 4e-06, ""onsen"": 2e-06, ""panties"": 0.00054, ""penguin"": 2e-06, ""school_swimsuit"": 1e-06, ""solo"": 0.973817, ""swimsuit"": 0.000234, ""thighhighs"": 0.001358, ""underwear"": 0.001426}",visual_review
bangdream_006_live_r_2022,classified,soft_review,"[""crop_top"", ""midriff"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_r_2022.png,completed,"{""1girl"": 0.996284, ""2girls"": 0.00018, ""animal"": 2.8e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.002743, ""bikini"": 0.00011, ""bird"": 4.3e-05, ""cleavage"": 0.00553, ""corset"": 0.076781, ""crop_top"": 0.837888, ""dog"": 3e-06, ""faceless"": 1.2e-05, ""food_focus"": 0.0, ""garter_straps"": 0.086893, ""helmet"": 2.5e-05, ""lingerie"": 8e-06, ""looking_at_viewer"": 0.833624, ""mask"": 0.000127, ""midriff"": 0.541331, ""multiple_girls"": 0.000407, ""navel"": 0.006747, ""no_humans"": 1.3e-05, ""onsen"": 1e-06, ""panties"": 0.000421, ""penguin"": 5e-06, ""school_swimsuit"": 8e-06, ""solo"": 0.970952, ""swimsuit"": 0.000182, ""thighhighs"": 0.947252, ""underwear"": 0.001292}",visual_review
bangdream_006_live_sr_01,classified,soft_review,"[""crop_top"", ""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_006_live_sr_01.png,completed,"{""1girl"": 0.99787, ""2girls"": 0.000177, ""animal"": 2.4e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.198764, ""bikini"": 0.000169, ""bird"": 3.5e-05, ""cleavage"": 0.001665, ""corset"": 2.5e-05, ""crop_top"": 0.889364, ""dog"": 8e-06, ""faceless"": 1e-06, ""food_focus"": 0.0, ""garter_straps"": 1e-05, ""helmet"": 2e-05, ""lingerie"": 1e-06, ""looking_at_viewer"": 0.837041, ""mask"": 7.9e-05, ""midriff"": 0.957921, ""multiple_girls"": 0.000236, ""navel"": 0.960763, ""no_humans"": 3e-06, ""onsen"": 0.0, ""panties"": 0.00063, ""penguin"": 4e-06, ""school_swimsuit"": 1e-06, ""solo"": 0.981369, ""swimsuit"": 0.000224, ""thighhighs"": 0.00709, ""underwear"": 0.001828}",visual_review
bangdream_007_2018_dog,classified,soft_review,"[""qualification_review"", ""variant_keyword:dog""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_2018_dog.png,completed,"{""1girl"": 0.997235, ""2girls"": 0.000179, ""animal"": 0.000843, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.001823, ""bikini"": 0.000131, ""bird"": 5.6e-05, ""cleavage"": 0.080439, ""corset"": 3e-06, ""crop_top"": 0.501805, ""dog"": 0.000237, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 2.3e-05, ""helmet"": 7e-06, ""lingerie"": 4e-06, ""looking_at_viewer"": 0.880603, ""mask"": 0.000137, ""midriff"": 0.5308, ""multiple_girls"": 0.000225, ""navel"": 0.348419, ""no_humans"": 1.7e-05, ""onsen"": 1e-06, ""panties"": 8.7e-05, ""penguin"": 1e-06, ""school_swimsuit"": 8e-06, ""solo"": 0.987262, ""swimsuit"": 0.000211, ""thighhighs"": 0.002281, ""underwear"": 0.000327}",visual_review
bangdream_007_birthday_2021,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_birthday_2021.png,completed,"{""1girl"": 0.996258, ""2girls"": 0.000317, ""animal"": 2.9e-05, ""animal_focus"": 1.2e-05, ""bare_shoulders"": 0.603803, ""bikini"": 0.000262, ""bird"": 0.000118, ""cleavage"": 0.0081, ""corset"": 0.001611, ""crop_top"": 0.161125, ""dog"": 5e-06, ""faceless"": 0.000127, ""food_focus"": 2e-06, ""garter_straps"": 0.635811, ""helmet"": 4e-06, ""lingerie"": 3.3e-05, ""looking_at_viewer"": 0.623109, ""mask"": 3.8e-05, ""midriff"": 0.265288, ""multiple_girls"": 0.000489, ""navel"": 0.018544, ""no_humans"": 3.6e-05, ""onsen"": 4e-06, ""panties"": 0.000707, ""penguin"": 3e-06, ""school_swimsuit"": 3.1e-05, ""solo"": 0.945712, ""swimsuit"": 0.000453, ""thighhighs"": 0.45441, ""underwear"": 0.002103}",visual_review
bangdream_007_birthday_2022,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_birthday_2022.png,completed,"{""1girl"": 0.995345, ""2girls"": 0.000301, ""animal"": 3.6e-05, ""animal_focus"": 2e-06, ""bare_shoulders"": 0.377656, ""bikini"": 0.000185, ""bird"": 7.7e-05, ""cleavage"": 0.006935, ""corset"": 0.01361, ""crop_top"": 0.000177, ""dog"": 3e-06, ""faceless"": 5.1e-05, ""food_focus"": 2.5e-05, ""garter_straps"": 0.929398, ""helmet"": 5e-06, ""lingerie"": 0.000135, ""looking_at_viewer"": 0.815658, ""mask"": 1.8e-05, ""midriff"": 0.000463, ""multiple_girls"": 0.000445, ""navel"": 0.001243, ""no_humans"": 1.9e-05, ""onsen"": 0.0, ""panties"": 0.000219, ""penguin"": 2e-06, ""school_swimsuit"": 9e-06, ""solo"": 0.951579, ""swimsuit"": 0.000338, ""thighhighs"": 0.883611, ""underwear"": 0.000437}",visual_review
bangdream_007_dream_festival_2,classified,soft_review,"[""crop_top"", ""midriff"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_dream_festival_2.png,completed,"{""1girl"": 0.995925, ""2girls"": 0.000303, ""animal"": 9.1e-05, ""animal_focus"": 2e-06, ""bare_shoulders"": 0.287863, ""bikini"": 0.000134, ""bird"": 0.000233, ""cleavage"": 0.008929, ""corset"": 0.000431, ""crop_top"": 0.692078, ""dog"": 4.8e-05, ""faceless"": 1.1e-05, ""food_focus"": 0.0, ""garter_straps"": 0.372904, ""helmet"": 5e-05, ""lingerie"": 1.6e-05, ""looking_at_viewer"": 0.818568, ""mask"": 2.2e-05, ""midriff"": 0.891748, ""multiple_girls"": 0.000481, ""navel"": 0.058443, ""no_humans"": 1.1e-05, ""onsen"": 0.0, ""panties"": 0.001834, ""penguin"": 1.4e-05, ""school_swimsuit"": 1.5e-05, ""solo"": 0.967579, ""swimsuit"": 0.000248, ""thighhighs"": 0.859084, ""underwear"": 0.003782}",visual_review
bangdream_007_dream_festival_3_ur,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_dream_festival_3_ur.png,completed,"{""1girl"": 0.995598, ""2girls"": 0.000229, ""animal"": 3.6e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.066575, ""bikini"": 0.000124, ""bird"": 5e-05, ""cleavage"": 0.000778, ""corset"": 0.969317, ""crop_top"": 0.000105, ""dog"": 2e-06, ""faceless"": 5e-06, ""food_focus"": 0.0, ""garter_straps"": 0.54823, ""helmet"": 6e-06, ""lingerie"": 9.1e-05, ""looking_at_viewer"": 0.83084, ""mask"": 0.000123, ""midriff"": 0.000336, ""multiple_girls"": 0.000262, ""navel"": 0.000411, ""no_humans"": 1.6e-05, ""onsen"": 2e-06, ""panties"": 0.00017, ""penguin"": 2e-06, ""school_swimsuit"": 5e-06, ""solo"": 0.98164, ""swimsuit"": 0.000232, ""thighhighs"": 0.004696, ""underwear"": 0.000943}",visual_review
bangdream_007_live_event_115_r,classified,soft_review,"[""garter_straps"", ""midriff"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_115_r.png,completed,"{""1girl"": 0.994258, ""2girls"": 0.000294, ""animal"": 5.1e-05, ""animal_focus"": 2e-06, ""bare_shoulders"": 0.002315, ""bikini"": 0.000163, ""bird"": 0.000115, ""cleavage"": 0.002094, ""corset"": 0.000476, ""crop_top"": 0.419438, ""dog"": 1.9e-05, ""faceless"": 2e-06, ""food_focus"": 0.0, ""garter_straps"": 0.532667, ""helmet"": 2.4e-05, ""lingerie"": 5.4e-05, ""looking_at_viewer"": 0.776004, ""mask"": 0.000151, ""midriff"": 0.688399, ""multiple_girls"": 0.000417, ""navel"": 0.018589, ""no_humans"": 1.6e-05, ""onsen"": 2e-06, ""panties"": 0.000448, ""penguin"": 1e-06, ""school_swimsuit"": 5e-06, ""solo"": 0.954846, ""swimsuit"": 0.000197, ""thighhighs"": 0.805679, ""underwear"": 0.001131}",visual_review
bangdream_007_live_event_129_sr,classified,soft_review,"[""midriff"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_129_sr.png,completed,"{""1girl"": 0.99611, ""2girls"": 0.000161, ""animal"": 1e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.000559, ""bikini"": 4.7e-05, ""bird"": 2.1e-05, ""cleavage"": 0.003454, ""corset"": 0.00012, ""crop_top"": 0.495588, ""dog"": 1e-06, ""faceless"": 1e-06, ""food_focus"": 0.0, ""garter_straps"": 0.006261, ""helmet"": 1.6e-05, ""lingerie"": 2e-05, ""looking_at_viewer"": 0.826594, ""mask"": 1.6e-05, ""midriff"": 0.719593, ""multiple_girls"": 0.000192, ""navel"": 0.051704, ""no_humans"": 1e-05, ""onsen"": 0.0, ""panties"": 0.000322, ""penguin"": 0.0, ""school_swimsuit"": 4e-06, ""solo"": 0.95615, ""swimsuit"": 7.8e-05, ""thighhighs"": 0.001018, ""underwear"": 0.001182}",visual_review
bangdream_007_live_event_136_sr,classified,soft_review,"[""crop_top"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_136_sr.png,completed,"{""1girl"": 0.996824, ""2girls"": 0.000133, ""animal"": 1.9e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.023264, ""bikini"": 8.9e-05, ""bird"": 6.4e-05, ""cleavage"": 0.001665, ""corset"": 0.80492, ""crop_top"": 0.728985, ""dog"": 2e-06, ""faceless"": 1e-06, ""food_focus"": 0.0, ""garter_straps"": 0.403565, ""helmet"": 6e-06, ""lingerie"": 2e-06, ""looking_at_viewer"": 0.887103, ""mask"": 5.5e-05, ""midriff"": 0.277184, ""multiple_girls"": 0.000272, ""navel"": 0.007439, ""no_humans"": 4e-06, ""onsen"": 0.0, ""panties"": 0.000413, ""penguin"": 2e-06, ""school_swimsuit"": 8e-06, ""solo"": 0.973828, ""swimsuit"": 0.000226, ""thighhighs"": 0.93625, ""underwear"": 0.001261}",visual_review
bangdream_007_live_event_152_r,classified,soft_review,"[""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_152_r.png,completed,"{""1girl"": 0.996898, ""2girls"": 0.000275, ""animal"": 0.000106, ""animal_focus"": 2e-06, ""bare_shoulders"": 0.667701, ""bikini"": 0.00028, ""bird"": 5.9e-05, ""cleavage"": 0.493438, ""corset"": 0.000237, ""crop_top"": 0.000364, ""dog"": 1e-06, ""faceless"": 7e-06, ""food_focus"": 1e-06, ""garter_straps"": 2.1e-05, ""helmet"": 1.8e-05, ""lingerie"": 1.4e-05, ""looking_at_viewer"": 0.723341, ""mask"": 8e-05, ""midriff"": 0.062438, ""multiple_girls"": 0.00041, ""navel"": 0.853942, ""no_humans"": 1.6e-05, ""onsen"": 1e-06, ""panties"": 0.000605, ""penguin"": 0.0, ""school_swimsuit"": 1.3e-05, ""solo"": 0.843525, ""swimsuit"": 0.000415, ""thighhighs"": 0.001418, ""underwear"": 0.001309}",visual_review
bangdream_007_live_event_163_r,classified,soft_review,"[""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_163_r.png,completed,"{""1girl"": 0.997894, ""2girls"": 0.000113, ""animal"": 6.2e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.001629, ""bikini"": 0.000176, ""bird"": 7.8e-05, ""cleavage"": 0.002445, ""corset"": 0.000355, ""crop_top"": 0.015125, ""dog"": 2e-06, ""faceless"": 7e-06, ""food_focus"": 0.0, ""garter_straps"": 9.2e-05, ""helmet"": 1e-05, ""lingerie"": 1.1e-05, ""looking_at_viewer"": 0.846407, ""mask"": 4.9e-05, ""midriff"": 0.223674, ""multiple_girls"": 0.000191, ""navel"": 0.813942, ""no_humans"": 1.4e-05, ""onsen"": 1e-06, ""panties"": 0.000301, ""penguin"": 1e-06, ""school_swimsuit"": 7e-06, ""solo"": 0.976983, ""swimsuit"": 0.000211, ""thighhighs"": 0.001011, ""underwear"": 0.000406}",visual_review
bangdream_007_live_event_169_ssr,classified,soft_review,"[""crop_top"", ""midriff"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_169_ssr.png,completed,"{""1girl"": 0.982247, ""2girls"": 0.000221, ""animal"": 4e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.003698, ""bikini"": 0.00019, ""bird"": 8.4e-05, ""cleavage"": 0.178145, ""corset"": 4e-05, ""crop_top"": 0.68924, ""dog"": 2.9e-05, ""faceless"": 6e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000286, ""helmet"": 1e-05, ""lingerie"": 7e-06, ""looking_at_viewer"": 0.906751, ""mask"": 5e-05, ""midriff"": 0.736852, ""multiple_girls"": 0.000461, ""navel"": 0.021305, ""no_humans"": 1.7e-05, ""onsen"": 0.0, ""panties"": 0.000813, ""penguin"": 2e-06, ""school_swimsuit"": 9e-06, ""solo"": 0.982918, ""swimsuit"": 0.000222, ""thighhighs"": 0.001125, ""underwear"": 0.014273}",visual_review
bangdream_007_live_event_16_sr,classified,soft_review,"[""crop_top"", ""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_16_sr.png,completed,"{""1girl"": 0.998087, ""2girls"": 0.000165, ""animal"": 4.9e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.027323, ""bikini"": 0.000126, ""bird"": 8e-06, ""cleavage"": 0.00183, ""corset"": 1.5e-05, ""crop_top"": 0.550209, ""dog"": 1e-06, ""faceless"": 1e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000937, ""helmet"": 7e-06, ""lingerie"": 1e-06, ""looking_at_viewer"": 0.762726, ""mask"": 3.3e-05, ""midriff"": 0.773093, ""multiple_girls"": 0.000167, ""navel"": 0.945033, ""no_humans"": 5e-06, ""onsen"": 0.0, ""panties"": 0.000357, ""penguin"": 0.0, ""school_swimsuit"": 2e-06, ""solo"": 0.987405, ""swimsuit"": 0.000182, ""thighhighs"": 0.916213, ""underwear"": 0.000956}",visual_review
bangdream_007_live_event_182_ssr,classified,soft_review,"[""crop_top"", ""midriff"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_182_ssr.png,completed,"{""1girl"": 0.996815, ""2girls"": 0.00022, ""animal"": 3e-05, ""animal_focus"": 0.0, ""bare_shoulders"": 0.003445, ""bikini"": 8.2e-05, ""bird"": 0.000137, ""cleavage"": 0.001333, ""corset"": 0.00268, ""crop_top"": 0.647043, ""dog"": 4e-06, ""faceless"": 2e-06, ""food_focus"": 0.0, ""garter_straps"": 0.035095, ""helmet"": 1.1e-05, ""lingerie"": 2e-06, ""looking_at_viewer"": 0.902713, ""mask"": 5.8e-05, ""midriff"": 0.807721, ""multiple_girls"": 0.000218, ""navel"": 0.020205, ""no_humans"": 6e-06, ""onsen"": 1e-06, ""panties"": 0.001077, ""penguin"": 1e-06, ""school_swimsuit"": 6e-06, ""solo"": 0.971761, ""swimsuit"": 8.6e-05, ""thighhighs"": 0.978753, ""underwear"": 0.001736}",visual_review
bangdream_007_live_event_229_sr,classified,soft_review,"[""cleavage"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_229_sr.png,completed,"{""1girl"": 0.997491, ""2girls"": 0.000301, ""animal"": 2.6e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.003175, ""bikini"": 0.000175, ""bird"": 4.4e-05, ""cleavage"": 0.692054, ""corset"": 0.519974, ""crop_top"": 0.00059, ""dog"": 1e-06, ""faceless"": 2e-06, ""food_focus"": 0.0, ""garter_straps"": 0.255383, ""helmet"": 3.8e-05, ""lingerie"": 6.6e-05, ""looking_at_viewer"": 0.883554, ""mask"": 9e-05, ""midriff"": 0.001549, ""multiple_girls"": 0.00034, ""navel"": 0.001777, ""no_humans"": 1.6e-05, ""onsen"": 1e-06, ""panties"": 0.000695, ""penguin"": 1e-06, ""school_swimsuit"": 9e-06, ""solo"": 0.977896, ""swimsuit"": 0.000301, ""thighhighs"": 0.901735, ""underwear"": 0.001545}",visual_review
bangdream_007_live_event_247_ssr,classified,soft_review,"[""midriff"", ""navel"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_247_ssr.png,completed,"{""1girl"": 0.997197, ""2girls"": 0.000152, ""animal"": 1.2e-05, ""animal_focus"": 1e-06, ""bare_shoulders"": 0.001422, ""bikini"": 0.000152, ""bird"": 6.2e-05, ""cleavage"": 0.001784, ""corset"": 0.00029, ""crop_top"": 0.402472, ""dog"": 2e-06, ""faceless"": 3e-06, ""food_focus"": 0.0, ""garter_straps"": 0.000331, ""helmet"": 2e-05, ""lingerie"": 4e-06, ""looking_at_viewer"": 0.896046, ""mask"": 4.4e-05, ""midriff"": 0.971631, ""multiple_girls"": 0.000325, ""navel"": 0.955721, ""no_humans"": 1e-05, ""onsen"": 1e-06, ""panties"": 0.000404, ""penguin"": 0.0, ""school_swimsuit"": 2e-06, ""solo"": 0.969915, ""swimsuit"": 0.000133, ""thighhighs"": 0.003745, ""underwear"": 0.000721}",visual_review
bangdream_007_live_event_271_ssr,classified,soft_review,"[""garter_straps"", ""soft_review_tag""]",rendered,src/data/deskpet/bangdream-rendered-resource-audit/rendered/bangdream_007_live_event_271_ssr.png,completed,"{""1girl"": 0.993901, ""2girls"": 0.000423, ""animal"": 7.6e-05, ""animal_focus"": 2e-06, ""bare_shoulders"": 0.000557, ""bikini"": 5.6e-05, ""bird"": 4.7e-05, ""cleavage"": 0.000319, ""corset"": 0.000305, ""crop_top"": 0.000191, ""dog"": 2e-06, ""faceless"": 1.6e-05, ""food_focus"": 0.0, ""garter_straps"": 0.84103, ""helmet"": 4.3e-05, ""lingerie"": 2.1e-05, ""looking_at_viewer"": 0.633334, ""mask"": 5.4e-05, ""midriff"": 0.000567, ""multiple_girls"": 0.000476, ""navel"": 0.000547, ""no_humans"": 2.2e-05, ""onsen"": 2e-06, ""panties"": 0.000319, ""penguin"": 3e-06, ""school_swimsuit"": 1e-05, ""solo"": 0.957245, ""swimsuit"": 0.00013, ""thighhighs"": 0.968649, ""underwear"": 0.000534}",visual_review
